epochs,test loss,train loss,test acc,train acc
1.0,2.2788426876068115,2.2799689769744873,0.1475,0.14444
2.0,2.2782840728759766,2.279326915740967,0.1482,0.14516
3.0,2.278043270111084,2.278961658477783,0.1485,0.1458
4.0,2.2776596546173096,2.2784628868103027,0.1491,0.14638
5.0,2.27730393409729,2.2778568267822266,0.1494,0.14722
