epochs,test loss,train loss,test acc,train acc
1.0,1.8133376836776733,1.8124144077301025,0.6638655462184874,0.6643939393939394
2.0,1.6338045597076416,1.6276335716247559,0.8371148459383754,0.8446969696969697
3.0,1.5713530778884888,1.5640785694122314,0.9017507002801121,0.90995670995671
4.0,1.5410891771316528,1.5317163467407227,0.9254901960784314,0.936002886002886
5.0,1.5273427963256836,1.5153309106826782,0.9373949579831933,0.94992784992785
