epochs,test loss,train loss,test acc,train acc
1.0,1.501231074333191,1.484749436378479,0.9619047619047619,0.9792207792207792
2.0,1.4985026121139526,1.4804795980453491,0.9649859943977591,0.9826118326118326
3.0,1.4975494146347046,1.477942705154419,0.9647759103641457,0.9846320346320346
4.0,1.4952342510223389,1.4759459495544434,0.967436974789916,0.9862554112554113
5.0,1.494807481765747,1.4743989706039429,0.9675770308123249,0.9877705627705627
