epochs,test loss,train loss,test acc,train acc
1.0,2.3025448322296143,2.3026294708251953,0.1004,0.10008
2.0,2.302478313446045,2.302595853805542,0.1004,0.1001
3.0,2.302462339401245,2.3025972843170166,0.1004,0.1001
4.0,2.3024652004241943,2.3025946617126465,0.1004,0.1001
5.0,2.3024613857269287,2.3025879859924316,0.1004,0.1001
